player_name,enemy_team,own_goal,penalty,goals_scored,goals_conceded,goal_success
David Patiño,Peru,0,0,1,331,1
David Phillips,Finland,0,0,1,299,1
David Platt,Belgium,0,0,1,274,1
David Platt,Cameroon,0,0,1,196,1
David Platt,Italy,0,0,1,222,1
David Platt,Netherlands,0,0,1,226,1
David Platt,Norway,0,0,1,231,1
David Platt,Republic of Ireland,0,0,1,234,1
David Platt,San Marino,0,0,4,734,1
David Platt,Sweden,0,0,1,240,1
David Platt,Turkey,0,0,1,335,1
David Provan,Israel,0,0,1,259,1
David Ramírez,French Guiana,0,0,1,7,1
David Ramírez,Jamaica,0,0,1,204,1
David Ratcliffe,Israel,0,0,1,259,1
David Rugamas,Antigua and Barbuda,0,0,1,65,1
David Rugamas,Grenada,0,0,1,85,1
David Rugamas,Montserrat,0,0,1,49,1
David Rugamas,Saint Kitts and Nevis,0,0,2,72,1
David Rugamas,United States Virgin Islands,0,0,3,94,1
David Silva,Belarus,0,0,1,252,1
David Silva,Belgium,0,0,2,274,1
David Silva,Bosnia and Herzegovina,0,0,1,215,1
David Silva,Israel,0,0,1,259,1
David Silva,Italy,0,0,1,222,1
David Silva,Liechtenstein,0,0,4,466,1
David Silva,Lithuania,0,0,1,313,1
David Silva,Luxembourg,0,0,1,536,1
David Silva,North Macedonia,0,0,2,258,1
David Silva,Republic of Ireland,0,0,1,234,1
David Silva,Russia,0,0,1,211,1
David Silva,Scotland,0,0,2,253,1
David Silva,Tahiti,0,0,2,150,1
David Siradze,Faroe Islands,0,0,1,455,1
David Siradze,Latvia,0,0,1,320,1
David Siradze,Malta,0,0,1,571,1
David Siradze,Scotland,0,0,1,253,1
David Siradze,Ukraine,0,0,1,177,1
David Strelec,Malta,0,0,1,571,1
David Strelec,Slovenia,0,0,1,213,1
David Suazo,Costa Rica,0,0,1,286,1
David Suazo,Curaçao,0,0,3,50,1
David Suazo,El Salvador,0,0,2,231,1
David Suazo,Guatemala,0,0,1,153,1
David Suazo,Puerto Rico,0,0,3,32,1
David Suazo,Trinidad and Tobago,0,0,1,208,1
David Targamadze,Greece,0,0,1,252,1
David Trezeguet,Croatia,0,0,1,195,1
David Trezeguet,Cyprus,0,0,2,484,1
David Trezeguet,Faroe Islands,0,0,2,455,1
David Trezeguet,Iceland,0,0,1,355,1
David Trezeguet,Israel,0,0,3,259,1
David Trezeguet,Italy,0,0,1,222,1
David Trezeguet,Malta,0,0,1,571,1
David Trezeguet,Netherlands,0,0,1,226,1
David Trezeguet,Saudi Arabia,0,0,1,221,1
David Trezeguet,Slovenia,0,0,1,213,1
David Turpel,North Macedonia,0,0,1,258,1
David Turpel,San Marino,0,0,1,734,1
David Turpel,Serbia,0,0,2,188,1
David Turpel,Ukraine,0,0,1,177,1
David Vaughan,Liechtenstein,0,0,1,466,1
David Villa,Armenia,0,0,2,285,1
David Villa,Australia,0,0,1,167,1
David Villa,Belgium,0,0,3,274,1
David Villa,Bosnia and Herzegovina,0,0,1,215,1
David Villa,Chile,0,0,1,291,1
David Villa,Czech Republic,0,1,2,200,1
David Villa,Denmark,0,0,1,247,1
David Villa,Estonia,0,0,1,393,1
David Villa,France,0,1,1,217,1
David Villa,Honduras,0,0,2,252,1
David Villa,Iraq,0,0,1,157,1
David Villa,Latvia,0,0,1,320,1
David Villa,Liechtenstein,0,0,7,466,1
David Villa,New Zealand,0,0,1,140,1
David Villa,Northern Ireland,0,0,1,279,1
David Villa,Paraguay,0,0,1,297,1
David Villa,Portugal,0,0,1,225,1
David Villa,Russia,0,0,3,211,1
David Villa,Scotland,0,1,2,253,1
David Villa,Slovakia,0,0,1,206,1
David Villa,South Africa,0,0,1,126,1
David Villa,Sweden,0,0,1,240,1
David Villa,Tahiti,0,0,3,150,1
David Villa,Ukraine,0,1,2,177,1
David Weir,Latvia,0,0,1,320,1
David Wotherspoon,Cayman Islands,0,0,1,53,1
David Zdrilic,American Samoa,0,0,8,96,1
David Zdrilic,Cook Islands,0,0,2,96,1
David Zdrilic,New Zealand,0,0,2,140,1
David Zdrilic,Samoa,0,0,2,91,1
David Zdrilic,Tahiti,0,0,1,150,1
David Zdrilic,Tonga,0,0,2,72,1
Davide Astori,Uruguay,0,0,1,293,1
Davide Frattesi,Malta,0,0,1,571,1
Davide Frattesi,Netherlands,0,0,1,226,1
Davide Frattesi,Ukraine,0,0,2,177,1
Davide Gualtieri,England,0,0,1,190,1
Davie Cooper,Australia,0,0,1,167,1
Davie Cooper,Luxembourg,0,1,2,536,1
Davie Cooper,Wales,0,1,1,272,1
Davinson Sánchez,Costa Rica,0,0,1,286,1
Davit Janashia,Moldova,0,0,1,314,1
Davit Mujiri,Faroe Islands,0,0,1,455,1
Davor Jozić,Colombia,0,0,1,248,1
Davor Jozić,Germany,0,0,1,275,1
Davor Vugrinec,Latvia,0,0,1,320,1
Davor Vugrinec,Malta,0,0,2,571,1
Davor Vugrinec,San Marino,0,0,1,734,1
Davor Šuker,Denmark,0,1,4,247,1
Davor Šuker,Estonia,0,1,5,393,1
Davor Šuker,Faroe Islands,0,0,1,455,1
Davor Šuker,France,0,0,1,217,1
Davor Šuker,Germany,0,0,2,275,1
Davor Šuker,Greece,0,0,2,252,1
Davor Šuker,Italy,0,1,3,222,1
Davor Šuker,Jamaica,0,0,1,204,1
Davor Šuker,Japan,0,0,1,183,1
Davor Šuker,Malta,0,0,1,571,1
Davor Šuker,Netherlands,0,0,1,226,1
Davor Šuker,North Macedonia,0,0,2,258,1
Davor Šuker,Republic of Ireland,0,0,1,234,1
Davor Šuker,Romania,0,1,1,237,1
Davor Šuker,San Marino,0,1,1,734,1
Davor Šuker,Slovenia,0,1,3,213,1
Davor Šuker,Ukraine,0,0,2,177,1
Davron Ergashev,Mongolia,0,0,1,73,1
Davy Arnaud,Haiti,0,0,1,123,1
Davy Klaassen,Belarus,0,0,1,252,1
Davy Klaassen,Latvia,0,0,1,320,1
Davy Klaassen,Norway,0,0,1,231,1
Davy Klaassen,Poland,0,0,1,273,1
Davy Klaassen,Senegal,0,0,1,117,1
Davy Klaassen,Turkey,0,0,2,335,1
Davy Pröpper,Belarus,0,0,1,252,1
Davy Pröpper,Bulgaria,0,0,2,288,1
Davíð Kristján Ólafsson,Liechtenstein,0,0,1,466,1
Dawa Hotessa,Cameroon,0,0,1,196,1
Dawit Fekadu,Congo,0,0,1,92,1
Dawit Fekadu,São Tomé and Príncipe,0,0,1,25,1
Dawood Ali,Timor-Leste,0,0,1,61,1
Dayot Upamecano,Croatia,0,0,1,195,1
Dayot Upamecano,Netherlands,0,0,1,226,1
Dayro Moreno,Argentina,0,0,1,252,1
Dean Furman,Botswana,0,0,1,62,1
Dean Furman,Burkina Faso,0,0,1,138,1
Dean Saunders,Belarus,0,0,1,252,1
Dean Saunders,Belgium,0,0,2,274,1
Dean Saunders,Bulgaria,0,0,1,288,1
Dean Saunders,Cyprus,0,0,1,484,1
Dean Saunders,Faroe Islands,0,0,2,455,1
Dean Saunders,Finland,0,1,1,299,1
Dean Saunders,Germany,0,0,1,275,1
Dean Saunders,Netherlands,0,0,2,226,1
Dean Saunders,Romania,0,0,1,237,1
Dean Saunders,San Marino,0,0,2,734,1
Dean Saunders,Turkey,0,0,1,335,1
Dean Shiels,Luxembourg,0,0,1,536,1
Debatik Curri,Netherlands,0,0,1,226,1
Declan Edge,Taiwan,0,0,1,215,1
Declan Rice,Hungary,0,0,1,315,1
Declan Rice,Iceland,0,0,1,355,1
Declan Rice,Italy,0,0,1,222,1
Deco,Czech Republic,0,0,1,200,1
Deco,Denmark,0,1,1,247,1
Deco,Iran,0,0,1,149,1
Deco,Russia,0,0,1,211,1
Dede Sulaiman,Bangladesh,0,0,1,158,1
Dede Sulaiman,India,0,0,1,124,1
Dede Sulaiman,South Korea,0,0,1,188,1
Dede Sulaiman,Thailand,0,0,1,183,1
Deepak Amatya,Macau,0,0,1,164,1
Deepak Lama,Macau,0,0,1,164,1
Deimantas Petravičius,Serbia,0,0,1,188,1
Deividas Česnauskis,Estonia,0,0,2,393,1
Deividas Česnauskis,San Marino,0,0,1,734,1
Deivydas Matulevičius,Latvia,0,0,1,320,1
Deivydas Matulevičius,Liechtenstein,0,0,1,466,1
Deivydas Matulevičius,San Marino,0,0,1,734,1
Dejan Damjanović,Cyprus,0,0,2,484,1
Dejan Damjanović,England,0,0,2,190,1
Dejan Damjanović,Poland,0,0,1,273,1
Dejan Damjanović,Sweden,0,1,1,240,1
Dejan Damjanović,Ukraine,0,0,1,177,1
Dejan Govedarica,Spain,0,0,1,227,1
Dejan Jakovic,French Guiana,0,0,1,7,1
Dejan Kulusevski,Croatia,0,0,1,195,1
Dejan Kulusevski,Estonia,0,0,1,393,1
Dejan Kulusevski,Slovenia,0,0,1,213,1
Dejan Lazarević,San Marino,0,0,1,734,1
Dejan Ljubičić,Moldova,0,0,1,314,1
Dejan Lovren,Austria,0,0,1,284,1
Dejan Lovren,France,0,0,1,217,1
Dejan Lovren,Malta,0,0,1,571,1
Dejan Lovren,Slovakia,0,0,1,206,1
Dejan Lovren,Wales,0,0,1,272,1
Dejan Savićević,Austria,0,0,1,284,1
Dejan Savićević,Cyprus,0,0,3,484,1
Dejan Savićević,Faroe Islands,0,0,3,455,1
Dejan Savićević,Hungary,0,0,1,315,1
Dejan Savićević,Malta,0,1,3,571,1
Dejan Savićević,North Macedonia,0,0,1,258,1
Dejan Savićević,Slovakia,0,0,1,206,1
Dejan Savićević,Turkey,0,0,1,335,1
Dejan Stanković,Armenia,0,1,1,285,1
Dejan Stanković,Croatia,0,0,1,195,1
Dejan Stanković,Faroe Islands,0,0,3,455,1
Dejan Stanković,North Macedonia,0,0,1,258,1
Dejan Stanković,Republic of Ireland,0,0,1,234,1
Dejan Stanković,San Marino,0,0,2,734,1
Dejvi Glavevski,Liechtenstein,0,0,3,466,1
Dele Alli,Malta,0,0,1,571,1
Dele Alli,Sweden,0,0,1,240,1
Delio Toledo,Ecuador,0,0,1,283,1
Delron Buckley,Cape Verde,0,0,1,58,1
Delron Buckley,Zimbabwe,0,0,2,110,1
Delvin N'Dinga,Ethiopia,0,0,1,65,1
Demar Phillips,Antigua and Barbuda,0,0,1,65,1
Demar Phillips,Bahamas,0,0,1,58,1
Demar Phillips,Grenada,0,0,1,85,1
Demar Phillips,Guatemala,0,0,3,153,1
Demarai Gray,Trinidad and Tobago,0,0,2,208,1
Demba Camara,Libya,0,0,1,77,1
Demba Malick,Madagascar,0,0,1,66,1
Deme N'Diaye,Libya,0,0,1,77,1
Demetrio Albertini,Croatia,0,0,1,195,1
Demetrio Albertini,Estonia,0,0,1,393,1
Demetrio Angola,Argentina,0,0,1,252,1
Demetris Christofi,Andorra,0,1,1,396,1
Demetris Christofi,Bosnia and Herzegovina,0,0,3,215,1
Demetris Christofi,Georgia,0,0,1,232,1
Demis Nikolaidis,Armenia,0,0,2,285,1
Demis Nikolaidis,Bosnia and Herzegovina,0,0,1,215,1
Demis Nikolaidis,Croatia,0,0,1,195,1
Demis Nikolaidis,Faroe Islands,0,0,1,455,1
Demis Nikolaidis,Finland,0,0,1,299,1
Demis Nikolaidis,Slovenia,0,0,2,213,1
Demont Mitchell,British Virgin Islands,0,0,1,53,1
Deng Chyan,Indonesia,0,0,1,181,1
Deng Zhuoxiang,Kuwait,0,0,1,121,1
Deng Zhuoxiang,Laos,0,0,2,124,1
Deni Milošević,Armenia,0,0,1,285,1
Denis Alibec,Andorra,0,0,1,396,1
Denis Alibec,Austria,0,0,1,284,1
Denis Alibec,Israel,0,0,1,259,1
Denis Alibec,Switzerland,0,0,1,257,1
Denis Calincov,Israel,0,0,1,259,1
Denis Cheryshev,Belgium,0,0,1,274,1
Denis Cheryshev,Croatia,0,0,1,195,1
Denis Cheryshev,Cyprus,0,0,2,484,1
Denis Cheryshev,Egypt,0,0,1,152,1
Denis Cheryshev,Kazakhstan,0,0,2,260,1
Denis Cheryshev,Saudi Arabia,0,0,2,221,1
Denis Cheryshev,Turkey,0,0,3,335,1
Denis Drăguș,Ukraine,0,0,1,177,1
Denis Glushakov,Andorra,0,0,1,396,1
Denis Glushakov,Israel,0,0,1,259,1
Denis Glushakov,Luxembourg,0,0,1,536,1
Denis Glushakov,Slovakia,0,0,1,206,1
Denis Irwin,Belgium,0,0,1,274,1
Denis Irwin,Croatia,0,1,1,195,1
Denis Knitel,Guam,0,0,1,82,1
Denis Kovba,Slovenia,0,0,1,213,1
Denis Laptev,Andorra,0,0,1,396,1
Denis Polyakov,Switzerland,0,0,1,257,1
Denis Vavro,Liechtenstein,0,0,1,466,1
Denis Zakaria,Georgia,0,0,1,232,1
Denis Zakaria,Gibraltar,0,0,1,244,1
Denis Zakaria,Iceland,0,0,1,355,1
Denis Zmeu,San Marino,0,0,1,734,1
Deniss Ivanovs,Switzerland,0,0,1,257,1
Deniss Rakels,Kazakhstan,0,0,1,260,1
Deniz Bozkurt,Grenada,0,0,1,85,1
Deniz Türüç,Moldova,0,0,1,314,1
Denmark Casey,Panama,0,0,1,214,1
Dennis Alas,Trinidad and Tobago,0,0,1,208,1
Dennis Bergkamp,Argentina,0,0,1,252,1
Dennis Bergkamp,Belgium,0,0,2,274,1
Dennis Bergkamp,Brazil,0,0,1,214,1
Dennis Bergkamp,Denmark,0,0,1,247,1
Dennis Bergkamp,England,0,0,2,190,1
Dennis Bergkamp,Germany,0,0,1,275,1
Dennis Bergkamp,Greece,0,0,2,252,1
Dennis Bergkamp,Malta,0,1,3,571,1
Dennis Bergkamp,Morocco,0,0,1,122,1
Dennis Bergkamp,Norway,0,0,1,231,1
Dennis Bergkamp,Poland,0,0,2,273,1
Dennis Bergkamp,Republic of Ireland,0,0,1,234,1
Dennis Bergkamp,San Marino,0,0,2,734,1
Dennis Bergkamp,Scotland,0,0,1,253,1
Dennis Bergkamp,Serbia,0,0,1,188,1
Dennis Bergkamp,South Korea,0,0,1,188,1
Dennis Bergkamp,Switzerland,0,0,1,257,1
Dennis Bergkamp,Wales,0,0,3,272,1
Dennis Bryce,American Samoa,0,0,1,96,1
Dennis Lawrence,Bahrain,0,0,1,134,1
Dennis Lawrence,Panama,0,0,1,214,1
Dennis Lota,Botswana,0,0,1,62,1
Dennis Lota,Burkina Faso,0,0,2,138,1
Dennis Lota,Congo,0,0,1,92,1
Dennis Lota,Egypt,0,0,1,152,1
Dennis Lota,Sudan,0,0,1,110,1
Dennis Lota,Tunisia,0,0,1,170,1
Dennis López,Antigua and Barbuda,0,0,1,65,1
Dennis López,Saint Vincent and the Grenadines,0,0,1,194,1
Dennis Man,Andorra,0,0,1,396,1
Dennis Man,Bosnia and Herzegovina,0,0,1,215,1
Dennis Man,Iceland,0,0,1,355,1
Dennis Man,Liechtenstein,0,0,1,466,1
Dennis Man,Malta,0,0,1,571,1
Dennis Marshall,Honduras,0,0,1,252,1
Dennis Mizzi,Portugal,0,0,1,225,1
Dennis Oliech,Botswana,0,0,2,62,1
Dennis Oliech,Burkina Faso,0,0,1,138,1
Dennis Oliech,Guinea,0,0,4,149,1
Dennis Oliech,Malawi,0,0,1,103,1
Dennis Oliech,Nigeria,0,0,1,152,1
Dennis Oliech,Seychelles,0,0,3,46,1
Dennis Oliech,Tanzania,0,0,2,79,1
Dennis Oliech,Tunisia,0,0,1,170,1
Dennis Oliech,Zimbabwe,0,0,1,110,1
Dennis Praet,Belarus,0,0,2,252,1
Dennis Purperhart,Guatemala,0,0,1,153,1
Dennis Rennie,Guyana,0,0,1,71,1
Dennis Rommedahl,Cameroon,0,0,1,196,1
Dennis Rommedahl,Cyprus,0,0,2,484,1
Dennis Rommedahl,France,0,0,1,217,1
Dennis Rommedahl,Greece,0,0,1,252,1
Dennis Rommedahl,Iceland,0,0,2,355,1
Dennis Rommedahl,Latvia,0,0,3,320,1
Dennis Rommedahl,Northern Ireland,0,0,2,279,1
Dennis Rommedahl,Norway,0,0,1,231,1
Dennis Rommedahl,Romania,0,0,2,237,1
Dennis Salanović,Gibraltar,0,0,2,244,1
Dennis Salanović,Greece,0,0,1,252,1
Dennis Wise,Turkey,0,0,1,335,1
Densill Theobald,Dominican Republic,0,0,1,48,1
Denys Harmash,Luxembourg,0,0,1,536,1
Denys Harmash,Montenegro,0,0,1,121,1
Denzel Dumfries,Austria,0,0,1,284,1
Denzel Dumfries,Belgium,0,0,1,274,1
Denzel Dumfries,Gibraltar,0,0,1,244,1
Denzel Dumfries,Poland,0,0,1,273,1
Denzel Dumfries,Ukraine,0,0,1,177,1
Denzel Dumfries,United States,0,0,1,250,1
Denílson de Oliveira Araújo,Bolivia,0,0,1,365,1
Denílson de Oliveira Araújo,Mexico,0,0,1,279,1
Denílson de Oliveira Araújo,Paraguay,0,0,1,297,1
Denílson de Oliveira Araújo,Peru,0,0,2,331,1
Deon Burton,Bahamas,0,0,2,58,1
Deon Burton,Canada,0,0,1,202,1
Deon Burton,Costa Rica,0,0,1,286,1
Deon Burton,El Salvador,0,0,1,231,1
Deon Burton,Honduras,0,0,1,252,1
Deon Burton,Trinidad and Tobago,0,0,1,208,1
Deon Burton,United States,0,0,1,250,1
Deon Hotto,Tunisia,0,0,1,170,1
Deon Kavendji,Nigeria,0,0,1,152,1
Deon McCaulay,Canada,0,0,1,202,1
Deon McCaulay,Dominican Republic,0,0,3,48,1
Deon McCaulay,Grenada,0,0,2,85,1
Deon McCaulay,Guatemala,0,0,2,153,1
Deon McCaulay,Montserrat,0,0,4,49,1
Deon McCaulay,Saint Kitts and Nevis,0,0,2,72,1
Deon McCaulay,Saint Vincent and the Grenadines,0,1,3,194,1
Deon McCaulay,Turks and Caicos Islands,0,0,1,66,1
Derby Makinka,DR Congo,0,0,1,152,1
Derby Makinka,Tunisia,0,0,1,170,1
Dereck Somanje,Kenya,0,0,1,118,1
Derek Malas,Fiji,0,0,1,134,1
Derek Malas,Samoa,0,0,1,91,1
Derlis González,Argentina,0,0,1,252,1
Derlis González,Brazil,0,1,1,214,1
Derlis González,Qatar,0,0,1,187,1
Derlis González,Venezuela,0,0,1,427,1
Derlis Soto,Colombia,0,0,1,248,1
Derlis Soto,Uruguay,0,0,1,293,1
Derrick Edwards,Curaçao,0,0,3,50,1
Derrick Edwards,Dominica,0,0,3,57,1
Derrick Etienne,Nicaragua,0,0,1,66,1
Deshawon Nembhard,Turks and Caicos Islands,0,0,1,66,1
Desmond Bleau,Guatemala,0,0,1,153,1
Desmond Fa'aiuaso,American Samoa,0,0,5,96,1
Devarr Boyles,British Virgin Islands,0,0,1,53,1
Devaughn Elliott,Saint Lucia,0,0,1,62,1
Devaun DeGraff,Cayman Islands,0,0,2,53,1
Dever Orgill,Honduras,0,0,2,252,1
Devi Muka,Latvia,0,0,1,320,1
Devin Vega,Bahamas,0,0,1,58,1
Devon Jarrett,Costa Rica,0,0,1,286,1
Devon Jarrett,Honduras,0,0,1,252,1
Dewan Chand,New Zealand,0,0,2,140,1
Dexter Blackstock,United States,0,0,1,250,1
Dexter Walker,Saint Vincent and the Grenadines,0,0,1,194,1
Dhurgham Ismail,Iran,0,1,1,149,1
Dhurgham Ismail,Taiwan,0,0,1,215,1
Di'Shon Bernard,Saint Kitts and Nevis,0,0,1,72,1
Dia Saba,Albania,0,0,1,346,1
Diadie Samassékou,Tunisia,0,0,1,170,1
Diafra Sakho,Cape Verde,0,0,1,58,1
Diafra Sakho,South Africa,0,0,1,126,1
Diamantino Miranda,Czechoslovakia,0,0,1,55,1
Diamantino Miranda,Germany,0,0,1,275,1
Diamantino Miranda,Morocco,0,0,1,122,1
Dick Kauma,Tahiti,0,0,1,150,1
Dick Nanninga,Cyprus,0,0,1,484,1
Dick Schoenaker,Cyprus,0,0,2,484,1
Dick Schoenaker,Iceland,0,0,1,355,1
Dick Schoenaker,Malta,0,0,2,571,1
Dick Schoenaker,Republic of Ireland,0,0,1,234,1
Didargylyç Urazow,Afghanistan,0,0,1,58,1
Didi Torrico,Argentina,0,0,1,252,1
Didier Deschamps,Cyprus,0,0,1,484,1
Didier Deschamps,Scotland,0,0,1,253,1
Didier Drogba,Algeria,0,0,1,189,1
Didier Drogba,Argentina,0,0,1,252,1
Didier Drogba,Benin,0,0,3,106,1
Didier Drogba,Brazil,0,0,1,214,1
Didier Drogba,Burkina Faso,0,0,3,138,1
Didier Drogba,Cameroon,0,0,2,196,1
Didier Drogba,Egypt,0,0,3,152,1
Didier Drogba,Equatorial Guinea,0,0,2,52,1
Didier Drogba,Ghana,0,0,1,147,1
Didier Drogba,Guinea,0,0,1,149,1
Didier Drogba,Libya,0,1,2,77,1
Didier Drogba,Malawi,0,1,3,103,1
Didier Drogba,Mali,0,0,1,109,1
Didier Drogba,Morocco,0,1,2,122,1
Didier Drogba,Nigeria,0,0,1,152,1
Didier Drogba,Senegal,0,1,1,117,1
Didier Drogba,Sudan,0,1,2,110,1
Didier Drogba,Tanzania,0,0,1,79,1
Didier Six,Belgium,0,0,1,274,1
Didier Six,Cyprus,0,0,1,484,1
Didier Six,Czechoslovakia,0,0,1,55,1
Didier Six,Kuwait,0,0,1,121,1
Didier Six,Netherlands,0,0,1,226,1
Didier Ya Konan,Tunisia,0,0,1,170,1
Didier Zokora,Botswana,0,0,1,62,1
Diego,Honduras,0,0,1,252,1
Diego,United States,0,1,1,250,1
Diego Antonio Reyes,Cuba,0,0,1,173,1
Diego Bejarano,Peru,0,0,1,331,1
Diego Bejarano,Venezuela,0,0,1,427,1
Diego Calvo,Jamaica,0,0,1,204,1
Diego Campos,Martinique,0,0,1,57,1
Diego Costa,Albania,0,0,1,346,1
Diego Costa,Iran,0,0,1,149,1
Diego Costa,Israel,0,0,1,259,1
Diego Costa,Liechtenstein,0,0,2,466,1
Diego Costa,Luxembourg,0,0,1,536,1
Diego Costa,North Macedonia,0,0,1,258,1
Diego Costa,Portugal,0,0,2,225,1
Diego Forlán,Bolivia,0,0,2,365,1
Diego Forlán,Brazil,0,0,4,214,1
Diego Forlán,Ecuador,0,1,2,283,1
Diego Forlán,Germany,0,0,1,275,1
Diego Forlán,Ghana,0,0,1,147,1
Diego Forlán,Netherlands,0,0,1,226,1
Diego Forlán,Nigeria,0,0,1,152,1
Diego Forlán,Paraguay,0,0,4,297,1
Diego Forlán,Peru,0,1,4,331,1
Diego Forlán,Senegal,0,0,1,117,1
Diego Forlán,South Africa,0,1,2,126,1
Diego Forlán,Venezuela,0,0,5,427,1
Diego Fuser,Denmark,0,0,1,247,1
Diego Fuser,Wales,0,0,1,272,1
Diego Gavilán,Colombia,0,0,1,248,1
Diego Godín,Bolivia,0,0,1,365,1
Diego Godín,Chile,0,0,1,291,1
Diego Godín,Colombia,0,0,1,248,1
Diego Godín,Italy,0,0,1,222,1
Diego Godín,Mexico,0,0,1,279,1
Diego Latorre,Peru,0,0,1,331,1
Diego Lugano,Argentina,0,0,1,252,1
Diego Lugano,Bolivia,0,0,2,365,1
Diego Lugano,Costa Rica,0,0,1,286,1
Diego Lugano,Nigeria,0,0,1,152,1
Diego Lugano,Paraguay,0,0,1,297,1
Diego Lugano,Venezuela,0,0,1,427,1
Diego Maradona,Belgium,0,0,2,274,1
Diego Maradona,Ecuador,0,1,2,283,1
Diego Maradona,England,0,0,2,190,1
Diego Maradona,Greece,0,0,1,252,1
Diego Maradona,Hungary,0,0,2,315,1
Diego Maradona,Italy,0,0,1,222,1
Diego Maradona,Peru,0,0,1,331,1
Diego Maradona,Venezuela,0,0,3,427,1
Diego Milito,Colombia,0,0,1,248,1
Diego Pérez,Argentina,0,0,1,252,1
Diego Pérez,Tahiti,0,0,1,150,1
Diego Reyes,Trinidad and Tobago,0,0,1,208,1
Diego Rolán,Colombia,0,0,1,248,1
Diego Rolán,Ecuador,0,0,1,283,1
Diego Simeone,Chile,0,0,1,291,1
Diego Simeone,Colombia,0,0,2,248,1
Diego Simeone,Ecuador,0,0,1,283,1
Diego Simeone,Paraguay,0,0,1,297,1
Diego Simeone,Peru,0,0,1,331,1
Diego Simeone,Saudi Arabia,0,0,1,221,1
Diego Simeone,Venezuela,0,0,1,427,1
Diego Tristán,Armenia,0,0,1,285,1
Diego Tristán,Austria,0,0,1,284,1
Diego Tristán,Bosnia and Herzegovina,0,0,1,215,1
Dieter Ramusch,Latvia,0,0,1,320,1
Dietmar Hamann,England,0,0,1,190,1
Dietmar Kühbauer,Bulgaria,0,0,1,288,1
Dietmar Kühbauer,Finland,0,0,1,299,1
Dietmar Kühbauer,Liechtenstein,0,0,1,466,1
Dieudonné Londo,Rwanda,0,0,1,66,1
Dieudonné Minoungou,Mali,0,0,1,109,1
Dieumerci Mbokani,Benin,0,1,2,106,1
Dieumerci Mbokani,Congo,0,0,2,92,1
Dieumerci Mbokani,Djibouti,0,0,3,85,1
Dieumerci Mbokani,Ghana,0,1,1,147,1
Dieumerci Mbokani,Ivory Coast,0,1,1,163,1
Dieumerci Mbokani,Libya,0,0,2,77,1
Dieumerci Mbokani,Madagascar,0,1,1,66,1
Dieumerci Mbokani,Mali,0,1,1,109,1
Dieumerci Mbokani,Tanzania,0,0,1,79,1
Dieumerci Mbokani,Togo,0,1,1,121,1
Dieuphane Thelamour,Trinidad and Tobago,0,0,1,208,1
Dikilu Bageta,Burkina Faso,0,1,1,138,1
Dilshod Vasiev,Bangladesh,0,0,1,158,1
Dimitar Berbatov,Albania,0,0,1,346,1
Dimitar Berbatov,Andorra,0,0,2,396,1
Dimitar Berbatov,Belarus,0,0,2,252,1
Dimitar Berbatov,Belgium,0,0,1,274,1
Dimitar Berbatov,Croatia,0,0,2,195,1
Dimitar Berbatov,Cyprus,0,0,1,484,1
Dimitar Berbatov,Denmark,0,0,1,247,1
Dimitar Berbatov,Estonia,0,0,1,393,1
Dimitar Berbatov,Georgia,0,0,3,232,1
Dimitar Berbatov,Hungary,0,0,1,315,1
Dimitar Berbatov,Iceland,0,0,5,355,1
Dimitar Berbatov,Luxembourg,0,0,2,536,1
Dimitar Berbatov,Malta,0,0,4,571,1
Dimitar Berbatov,Montenegro,0,1,1,121,1
Dimitar Berbatov,Slovenia,0,0,1,213,1
Dimitar Iliev,Finland,0,1,1,299,1
Dimitar Makriev,Cyprus,0,0,1,484,1
Dimitar Rangelov,Azerbaijan,0,0,1,308,1
Dimitar Rangelov,Denmark,0,0,1,247,1
Dimitar Rangelov,Luxembourg,0,0,1,536,1
Dimitar Telkiyski,Montenegro,0,0,1,121,1
Dimitar Telkiyski,Republic of Ireland,0,0,1,234,1
Dimitar Telkiyski,Slovenia,0,0,1,213,1
Dimitri Payet,Albania,0,0,1,346,1
Dimitri Payet,Bulgaria,0,0,1,288,1
Dimitri Payet,Iceland,0,0,1,355,1
Dimitri Payet,Romania,0,0,1,237,1
Dimitri Payet,Sweden,0,0,1,240,1
Dimitri Ramothe,Jamaica,0,0,1,204,1
Dimitrij Nazarov,Bulgaria,0,0,1,288,1
Dimitrij Nazarov,Faroe Islands,0,0,2,455,1
Dimitrij Nazarov,Germany,0,0,1,275,1
Dimitrij Nazarov,Italy,0,0,1,222,1
Dimitrij Nazarov,Malta,0,0,1,571,1
Dimitrios Kourbelis,Kazakhstan,0,0,1,260,1
Dimitrios Limnios,Armenia,0,0,1,285,1
Dimitrios Limnios,Cyprus,0,0,1,484,1
Dimitrios Limnios,Kosovo,0,0,1,79,1
Dimitrios Pelkas,Georgia,0,0,1,232,1
Dimitrios Pelkas,Gibraltar,0,0,1,244,1
Dimitrios Pelkas,Kazakhstan,0,0,1,260,1
Dimitrios Pelkas,Northern Ireland,0,0,1,279,1
Dimitris Kolovos,Bosnia and Herzegovina,0,0,1,215,1
Dimitris Markos,Finland,0,0,1,299,1
Dimitris Mavrogenidis,Georgia,0,0,1,232,1
Dimitris Papadopoulos,Georgia,0,0,1,232,1
Dimitris Salpingidis,Germany,0,1,1,275,1
